% Generated by PAnDConv in Thu Oct 27 00:55:52 2011
% Author: Paulo Joia Filho
% instances: 255
% dimension: 25

@RELATION DY

@ATTRIBUTE	id	STRING
@ATTRIBUTE	wavelet3	REAL
@ATTRIBUTE	wavelet12	REAL
@ATTRIBUTE	gabor28	REAL
@ATTRIBUTE	colormoments14	REAL
@ATTRIBUTE	colormoments22	REAL
@ATTRIBUTE	colormoments23	REAL
@ATTRIBUTE	colormoments26	REAL
@ATTRIBUTE	colormoments42	REAL
@ATTRIBUTE	colormoments46	REAL
@ATTRIBUTE	colormoments49	REAL
@ATTRIBUTE	colormoments52	REAL
@ATTRIBUTE	colormoments55	REAL
@ATTRIBUTE	colormoments58	REAL
@ATTRIBUTE	colormoments63	REAL
@ATTRIBUTE	colormoments81	REAL
@ATTRIBUTE	colormoments85	REAL
@ATTRIBUTE	colormoments93	REAL
@ATTRIBUTE	colormoments94	REAL
@ATTRIBUTE	colormoments95	REAL
@ATTRIBUTE	colormoments104	REAL
@ATTRIBUTE	colormoments107	REAL
@ATTRIBUTE	colormoments109	REAL
@ATTRIBUTE	colormoments116	REAL
@ATTRIBUTE	colormoments132	REAL
@ATTRIBUTE	colormoments138	REAL
@ATTRIBUTE	class {1,2,3}

@DATA
209,0.093851,0,0.22428,0.67874,0.34691,0.69728,0.62966,0.52877,0.90824,0.64956,0.48825,0.91232,0.43525,0.22813,0.33312,0.17,0.58587,0.18268,0.44303,0.40002,0.37937,0.75982,0.18825,0.43106,0.13111,3
210,0.23891,0.54658,0.23222,0.5999,0.84082,0.47302,0.13603,0.21271,0.95964,0.64166,0.42295,0.88318,0.7503,0.42616,0.40744,0.73798,0.28398,0.83167,0.47793,0.74239,0.39633,0.96225,0.23079,0.29071,0.32992,3
211,0.99954,0.46163,0.081384,0.17446,0.32899,0.21202,0.29931,0.3574,0.88341,0.65854,0.38793,0.8898,0.61781,0.32398,0.19796,0.62795,0.022241,0.63317,0.30516,0.45169,0.44445,0.92876,0.14438,0.42004,0.074706,3
212,0.58936,0.44535,0.26639,0.32977,0.54149,0.25178,0.22143,0.1876,0.90657,0.80031,0.45749,0.90342,0.75447,0.33057,0.15971,0.7796,0.085073,0.72052,0.39866,0.47339,0.47812,0.91885,0.50166,0.25754,0.14671,3
213,0.39318,0.42615,0.27505,0.33811,0.50192,0.38857,0.3315,0.22644,0.81544,0.51095,0.2587,0.85079,0.53724,0.39731,0.21526,0.55985,0.22715,0.49516,0.42637,0.17475,0.19264,0.82885,0.12395,0.37491,0.042611,3
214,0.6013,0.26403,0.08792,0.41341,0.70673,0.43647,0.21783,0.15491,0.88594,0.58851,0.38403,0.88498,0.63013,0.30566,0.36114,0.60137,0.063891,0.68311,0.52383,0.68,0.6648,0.65073,0.33699,0.62815,0.24801,3
215,0.91501,0.86868,0.25186,0.78759,0.28346,0.78337,0.58329,0.53427,0.84887,0.46162,0.36752,0.86502,0.56962,0.42659,0.32087,0.44197,0.31193,0.3814,0.72113,0.50149,0.69019,0.49005,0.005479,0.54825,0.84076,3
216,0.40073,0.61671,0.048536,0.47064,0.74571,0.47887,0.44238,0.23127,0.94283,0.84981,0.5151,0.93521,0.86281,0.15969,0.46768,0.88113,0.07441,0.84562,0.36923,0.53457,0.43309,0.49491,0.15517,0.24125,0.53042,3
217,0.63412,0.36822,0.15993,0.35252,0.2533,0.33162,0.12506,0.24474,0.90122,0.28916,0.47302,0.92111,0.40851,0.2687,0.10806,0.37115,0.22621,0.31839,0.34333,0.064689,0.2702,0.73867,0.048219,0.077618,0.14374,3
218,0.27087,0.68622,0.028467,0.72149,0.4893,0.79406,0.69751,0.61377,0.92358,0.99278,0.47439,0.94003,0.95121,0.20465,0.18299,0.93093,0.078975,0.92191,0.27268,0.8202,0.77204,0.95101,0.58914,0.79857,0.019126,3
219,0.52865,0.60197,0.32783,0.63488,0.66202,0.70603,0.23021,0.69212,0.89836,0.81851,0.48724,0.88507,0.82064,0.17275,0.26699,0.27897,0.56447,0.24724,0.3374,0.27784,0.57893,0.79073,0.48899,0.29591,0.51099,3
220,0.72852,0.64862,0.026867,0.47205,0.85242,0.49235,0.53947,0.29814,0.91015,0.98486,0.57733,0.90409,0.9646,0.18369,0.31444,0.99996,0.10874,0.91842,0.33652,0.52135,0.68028,0.54711,0.39249,0.35327,0.95452,3
221,0.77649,0.81171,0.43611,0.98782,0.56466,0.97218,0.13686,0.71683,0.88766,0.8579,0.43536,0.87481,0.8834,0.19193,0.063991,0.80815,0.35477,0.68799,0.77705,0.73649,0.09888,0.60037,0.035208,0.18426,0.050506,3
222,1,0.94303,0.47217,0.76445,0.36327,0.93109,0.61697,0.001421,0.84161,0.34659,0.79545,0.88753,0.51492,0.33353,0,0.29407,0.63249,0.077306,0.46549,0,0,0.4611,0.002939,0.48588,0,3
223,0.96422,0.95274,0.36291,0.5861,0.57072,0.56833,0.45365,0.15788,0.90304,0.61351,0.55968,0.90863,0.6737,0.12188,0.10525,0.46485,0.077793,0.54405,0.2936,0.42134,0.15445,0.97092,0.11305,0.21655,0.028716,3
224,0.21578,0.056926,0.1173,0.47017,0.013802,0.021138,0.021198,0.57002,0.90256,0.83305,0.42147,0.84043,0.52812,0.41582,0.48727,0.64732,0.408,0.74052,0.7707,0.74567,0.6995,0.95138,0.15686,0.58837,0.11591,3
225,0.23663,0.75739,0.15879,0.83289,0.34745,0.8077,0.69629,0.74625,0.87467,0.51242,0.43689,0.76547,0.35767,0.897,0.83472,0.3764,0.47348,0.38752,0.70871,0.66458,1,0.4606,0.000419,0.631,0.83683,3
226,0.79663,0.76623,0.24175,0.84197,0.53546,0.83932,0.33171,0.5774,0.80789,0.62566,0.35244,0.77942,0.58533,0.50509,0.055838,0.60354,0.32577,0.5548,0.66854,0.9416,0.46767,0.57124,0.041492,0.23585,0.65458,3
227,0.34073,0.50385,0.04545,0.51225,0.29026,0.52132,0.40401,0.3999,0.95615,0.61597,0.66186,0.9389,0.61615,0.27804,0.22681,0.60443,0.27873,0.5629,0.31775,0.50995,0.53821,0.48853,0.24417,0.52078,0.54141,3
228,0.57325,0.53506,0.30803,0.58742,0.33274,0.57539,0.39741,0.086525,0.90385,0.73576,0.45876,0.90759,0.72071,0.30099,0.30305,0.74032,0.2702,0.69972,0.39382,0.63339,0.51948,0.95615,0.27853,0.21798,0.06352,3
229,0.88202,0.86254,0.083468,0.41274,0.65683,0.44209,0.32531,0.19608,0.81854,0.45599,0.33874,0.82004,0.49377,0.41496,0.18818,0.42683,0.25571,0.45113,0.46831,0.52832,0.48808,0.91234,0.33919,0.20452,0.40818,3
230,0.57367,0.40485,0.18233,0.44971,0.19104,0.40336,0.49368,0.39302,0.69813,0.69153,0.33006,0.84327,0.41759,0.35009,0.092134,0.78277,0.28016,0.46949,0.36977,0.2457,0.44997,0.51991,0.50293,0.38506,0.19111,3
231,0.99457,0.82677,0.43988,0.48035,0.66105,0.5318,0.34112,0.20262,0.89415,0.76436,0.4168,0.90527,0.84533,0.38105,0.3619,0.59916,0.31247,0.57587,0.6183,0.32984,0.29897,0.61161,0.29386,0.55581,0.55587,3
232,0.76124,0,0.19742,0.56575,0.62267,0.64049,0.42676,0.28551,0.96599,0.85612,0.40991,0.94939,0.90249,0.24982,0.39639,0.77224,0.05547,0.85816,0.43935,0.63565,0.45459,0.97399,0.28337,0.26946,0.028131,3
233,0.91242,0.57187,0.24836,0.28893,0.8174,0.36557,0.16875,0.16476,0.80225,0.58372,0.27451,0.90305,0.82715,0.11247,0.1832,0.51888,0.0826,0.86728,0.22886,0.69711,0.38993,0.90569,0.21287,0.35918,0.12229,3
234,0.70453,0.70919,0.32903,0.86287,0.18971,0.73498,0.39207,0.77023,0.90127,0.87776,0.55249,0.8733,0.81483,0.2176,0.13839,0.84322,0.16791,0.78037,0.59133,0.91363,0.53375,0.53339,0.15765,0.88918,0.86158,3
235,0.99305,0.19719,0.22897,0.95996,0.51173,1,0.48271,0.42453,0.94803,0.84964,0.4734,0.93927,0.81075,0.34206,0.1055,0.60835,0.49689,0.54079,0.92588,0.012638,0.59214,0.47408,0.029082,0.55943,1,3
236,0.24791,0.1202,0.23919,0.56125,0.55273,0.60415,0.12825,0.55716,0.96996,0.7439,0.45107,0.95772,0.79981,0.17524,0.14338,0.57883,0.38211,0.5467,0.68684,0.30988,0.153,0.56298,0.11431,0.24468,0.58736,3
237,0.38427,0.61886,0.093624,0.82778,0.66042,0.81774,0.62659,0.32849,0.89993,0.83624,0.35179,0.93592,0.81859,0.22907,0.35223,0.49662,0.4475,0.46906,0.55799,0.25547,0.16842,0.88404,0.39596,0.40513,0.21843,3
238,0.94817,0.53444,0.25769,0.6528,0.57323,0.72805,0.29604,0.066268,0.8643,0.82533,0.41337,0.84407,0.86355,0.21382,0.15821,0.72148,0.053757,0.83599,0.43332,0.64929,0.37057,0.63798,0.13892,0.16858,0.33873,3
239,0.67708,0.7252,0.284,0.93422,0.3885,0.96518,0.4385,0.29028,0.89138,0.89515,0.3969,0.89567,0.86695,0.27064,0.11807,0.83833,0.15165,0.81072,0.57402,1,0.50851,0.61872,0.24085,0.33307,0.95962,3
240,0.59854,0.70696,0.20021,0.92867,0.65154,0.92344,0.36415,0.33308,0.91025,0.98599,0.57715,0.90413,0.9647,0.1837,0.41557,1,0.10875,0.91846,0.33672,0.91411,0.40809,0.63592,0.26549,0.29354,0.85789,3
241,0.81717,0.39969,0.044519,0.86576,0.51137,0.86749,0.41673,0.6567,0.94856,0.80803,0.44252,0.94206,0.78473,0.25128,0.24186,0.80924,0.010097,0.67282,0.45863,0.71306,0.47644,0.98839,0.44462,0.35466,0.41423,3
242,0.76317,0.28427,0.22761,0.72306,0.52906,0.57392,0.38899,0.5588,0.91703,0.7622,0.26587,0.93549,0.79115,0.39257,0.42762,0.80186,0.14694,0.7514,0.45121,0.49219,0.2085,0.91376,0.51483,0.55396,0.42922,3
243,0.082302,0.11604,0.17561,0.64848,0.34557,0.796,0.51594,0.36295,0.81763,0.64751,0.19951,0.93942,0.89366,0.23277,0.24136,0.74888,0.1864,0.88448,0.3624,0.40266,0.29546,0.97243,0.1212,0.27416,0.36244,3
244,0.15237,0.35588,0.37195,0.13754,0.20428,0.20979,0.20758,0.22995,0.79953,0.38285,0.4179,0.79167,0.40558,0.30399,0.10857,0.22019,0.082346,0.36255,0.34238,0.2772,0.32782,0.76037,0.093457,0.19679,0.14152,3
245,0.15986,0.61757,0.0894,0.47676,0.82972,0.47576,0.47821,0.17856,0.88541,0.93646,0.43533,0.88134,0.88759,0.15907,0.49488,0.86904,0.19599,0.80728,0.44046,0.40903,0.41428,0.86899,0.33711,0.24243,0.11712,3
246,0.65239,0.73603,0.19062,0.32426,0.53326,0.43911,0.26047,0.17028,0.85365,0.37439,0.33253,0.89784,0.46343,0.22631,0.073835,0.49564,0.10678,0.52184,0.2537,0.62686,0.36802,0.72005,0.32444,0.22141,0.99244,3
247,0.25037,0.081957,0.18069,0.85067,0.26948,0.79153,0.21978,0.30893,0.90036,1,0.51791,0.89898,0.9957,0.12073,0.33122,0.81891,0.16072,0.71952,0.74268,0.66379,0.30942,0.97514,0.1133,0.33484,0.21864,3
248,0.53465,0.65885,0.16905,0.64799,0.88914,0.23246,0.23212,0.32424,0.91627,0.83328,0.31308,0.90844,0.86332,0.26867,0.076847,0.84583,0.076399,0.81853,0.4283,0.55622,0.32475,0.9811,0.33757,0.19128,0.082597,3
249,0.33514,0.35894,0.098766,0.9053,0.5202,0.83068,0.33977,0.58842,0.95147,0.8867,0.40386,0.96056,0.7989,0.31378,0.33704,0.58235,0.21367,0.47532,0.7023,0.39938,0.6744,0.72482,0.38005,0.20129,0.22857,3
250,0.095042,0.048268,0.45338,0.59738,0.31715,0.35165,0.14784,0.47655,0.95759,0.90225,0.52515,0.95526,0.8464,0.27975,0.1297,0.5285,0.10247,0.47186,0.52603,0.2637,0.07733,0.96683,0.25331,0.67269,0.51736,3
251,0.53614,0.42286,0.19744,0.14291,0.6324,0.12613,0.24133,0.029162,0.88694,0.48881,0.23495,0.90858,0.2536,0.45168,0.1524,0.71663,0.025634,0.57346,0.39857,0.23085,0.18848,0.93326,0.2597,0.26155,0.18812,3
252,0.84497,0.68686,0.1074,0.30651,0.82776,0.34072,0.41208,0.23813,0.87997,0.80697,0.25011,0.88186,0.70846,0.42718,0.19294,0.80711,0.046386,0.67672,0.58028,0.56181,0.40187,0.97009,0.23699,0.31361,0.023759,3
253,0.72112,0.7235,0.25537,0.88449,0.42477,0.93329,0.36737,0.72074,0.93413,0.84365,0.33344,0.92797,0.8258,0.090477,0.14151,0.86157,0.047684,0.77833,0.41069,0.9162,0.57351,0.53372,0.1426,0.46457,0.95025,3
254,0.22556,0.25585,0.16501,0.3825,0.37655,0.52546,0.446,0.4104,0.96895,0.93142,0.50201,0.96207,0.87031,0.13358,0.25172,0.85021,0.055773,0.80983,0.33378,0.52392,0.50539,0.98775,0.36579,0.44024,0.057215,3
